wn:00001740v	breathe
wn:00001740v	take-a-breath
wn:00001740v	respire
wn:00001740v	suspire
wn:00002325v	respire
wn:00002573v	respire
wn:00002724v	choke
wn:00002942v	hyperventilate
wn:00003133v	hyperventilate
wn:00003316v	aspirate
wn:00003431v	burp
wn:00003431v	bubble
wn:00003431v	belch
wn:00003431v	eruct
wn:00003662v	force-out
wn:00003826v	hiccup
wn:00003826v	hiccough
wn:00004032v	sigh
wn:00004032v	suspire
wn:00004227v	exhale
wn:00004227v	expire
wn:00004227v	breathe-out
wn:00004492v	hold
wn:00004605v	exhale
wn:00004605v	give-forth
wn:00004605v	emanate
wn:00004819v	sneeze
wn:00005041v	inhale
wn:00005041v	inspire
wn:00005041v	breathe-in
wn:00005526v	pant
wn:00005526v	puff
wn:00005526v	gasp
wn:00005526v	heave
wn:00005815v	cough
wn:00006100v	hack
wn:00006100v	whoop
wn:00006238v	expectorate
wn:00006238v	cough-up
wn:00006238v	cough-out
wn:00006238v	spit-up
wn:00006238v	spit-out
wn:00006523v	snort
wn:00006697v	wheeze
wn:00006802v	puff
wn:00006802v	huff
wn:00006802v	chuff
wn:00007012v	blow
wn:00007193v	insufflate
wn:00007328v	yawn
wn:00007549v	sniff
wn:00007549v	sniffle
wn:00007739v	blink
wn:00007739v	wink
wn:00007739v	nictitate
wn:00007739v	nictate
wn:00008055v	palpebrate
wn:00008195v	bat
wn:00008195v	flutter
wn:00008299v	wink
wn:00008435v	wink
wn:00008435v	blink
wn:00008435v	blink-away
wn:00008602v	squint
wn:00008602v	squinch
wn:00008799v	squint
wn:00008977v	wince
wn:00009147v	shed
wn:00009147v	molt
wn:00009147v	exuviate
wn:00009147v	moult
wn:00009147v	slough
wn:00009492v	desquamate
wn:00009492v	peel-off
wn:00009631v	twitch
wn:00009631v	jerk
wn:00009884v	fibrillate
wn:00010054v	move-involuntarily
wn:00010054v	move-reflexively
wn:00010241v	act-involuntarily
wn:00010241v	act-reflexively
wn:00010435v	act
wn:00010435v	behave
wn:00010435v	do
wn:00011361v	fall-over-backwards
wn:00011361v	bend-over-backwards
wn:00011551v	presume
wn:00011698v	vulgarize
wn:00011698v	vulgarise
wn:00011852v	optimize
wn:00011852v	optimise
wn:00011982v	quack
wn:00012137v	menace
wn:00012267v	make
wn:00012434v	swagger
wn:00012434v	bluster
wn:00012434v	swash
wn:00012613v	freeze
wn:00012753v	wanton
wn:00012854v	romanticize
wn:00012944v	sentimentalise
wn:00012944v	sentimentalize
wn:00012944v	sentimentize
wn:00012944v	sentimentise
wn:00013172v	bungle
wn:00013328v	play
wn:00013328v	toy
wn:00013615v	act
wn:00013615v	play
wn:00013615v	act-as
wn:00013858v	stooge
wn:00014034v	shake
wn:00014034v	didder
wn:00014201v	shiver
wn:00014201v	shudder
wn:00014405v	rest
wn:00014549v	be-active
wn:00014549v	move
wn:00014742v	sleep
wn:00014742v	kip
wn:00014742v	slumber
wn:00014742v	log-Z's
wn:00014742v	catch-some-Z's
wn:00015163v	bundle
wn:00015163v	practice-bundling
wn:00015303v	snooze
wn:00015303v	drowse
wn:00015303v	doze
wn:00015498v	nap
wn:00015498v	catnap
wn:00015498v	catch-a-wink
wn:00015713v	oversleep
wn:00015806v	sleep-late
wn:00015806v	sleep-in
wn:00015946v	hibernate
wn:00015946v	hole-up
wn:00016183v	estivate
wn:00016183v	aestivate
wn:00016380v	drowse
wn:00016573v	nod
wn:00016702v	nod
wn:00016855v	zonk-out
wn:00017031v	snore
wn:00017031v	saw-wood
wn:00017031v	saw-logs
wn:00017282v	fall-asleep
wn:00017282v	dope-off
wn:00017282v	flake-out
wn:00017282v	drift-off
wn:00017282v	nod-off
wn:00017282v	drop-off
wn:00017282v	doze-off
wn:00017282v	drowse-off
wn:00017531v	bed-down
wn:00017531v	bunk-down
wn:00017674v	doss
wn:00017674v	doss-down
wn:00017674v	crash
wn:00017865v	go-to-bed
wn:00017865v	turn-in
wn:00017865v	bed
wn:00017865v	crawl-in
wn:00017865v	kip-down
wn:00017865v	hit-the-hay
wn:00017865v	hit-the-sack
wn:00017865v	sack-out
wn:00017865v	go-to-sleep
wn:00017865v	retire
wn:00018158v	get-up
wn:00018158v	turn-out
wn:00018158v	arise
wn:00018158v	uprise
wn:00018158v	rise
wn:00018405v	get-up
wn:00018526v	wake-up
wn:00018526v	awake
wn:00018526v	arouse
wn:00018526v	awaken
wn:00018526v	wake
wn:00018526v	come-alive
wn:00018526v	waken
wn:00018813v	awaken
wn:00018813v	wake
wn:00018813v	waken
wn:00018813v	rouse
wn:00018813v	wake-up
wn:00018813v	arouse
wn:00019182v	reawaken
wn:00019273v	cause-to-sleep
wn:00019448v	affect
wn:00019792v	attack
wn:00019982v	ulcerate
wn:00020133v	wake
wn:00020259v	stay-up
wn:00020259v	sit-up
wn:00020449v	keep-up
wn:00020671v	hypnotize
wn:00020671v	hypnotise
wn:00020671v	mesmerize
wn:00020671v	mesmerise
wn:00020926v	entrance
wn:00020926v	spellbind
wn:00021065v	anesthetize
wn:00021065v	anaesthetize
wn:00021065v	anesthetise
wn:00021065v	anaesthetise
wn:00021065v	put-under
wn:00021065v	put-out
wn:00021554v	etherize
wn:00021554v	etherise
wn:00021679v	cocainize
wn:00021679v	cocainise
wn:00021826v	chloroform
wn:00021997v	freeze
wn:00022099v	bring-to
wn:00022099v	bring-back
wn:00022099v	bring-round
wn:00022099v	bring-around
wn:00022316v	sedate
wn:00022316v	calm
wn:00022316v	tranquilize
wn:00022316v	tranquillize
wn:00022316v	tranquillise
wn:00022686v	stimulate
wn:00022686v	arouse
wn:00022686v	brace
wn:00022686v	energize
wn:00022686v	energise
wn:00022686v	perk-up
wn:00023244v	de-energize
wn:00023244v	de-energise
wn:00023380v	cathect
wn:00023473v	perk-up
wn:00023473v	perk
wn:00023473v	percolate
wn:00023473v	pick-up
wn:00023473v	gain-vigor
wn:00023646v	faint
wn:00023646v	conk
wn:00023646v	swoon
wn:00023646v	pass-out
wn:00023868v	zonk-out
wn:00023868v	pass-out
wn:00023868v	black-out
wn:00024047v	come-to
wn:00024047v	revive
wn:00024047v	resuscitate
wn:00024279v	animate
wn:00024279v	recreate
wn:00024279v	reanimate
wn:00024279v	revive
wn:00024279v	renovate
wn:00024279v	repair
wn:00024279v	quicken
wn:00024279v	vivify
wn:00024279v	revivify
wn:00024649v	refresh
wn:00024649v	freshen
wn:00024649v	refreshen
wn:00024814v	freshen
wn:00024814v	refresh
wn:00024814v	refreshen
wn:00024814v	freshen-up
wn:00025034v	wash-up
wn:00025034v	lave
wn:00025203v	tense
wn:00025203v	strain
wn:00025203v	tense-up
wn:00025510v	crick
wn:00025654v	relax
wn:00025654v	unstrain
wn:00025654v	unlax
wn:00025654v	loosen-up
wn:00025654v	unwind
wn:00025654v	make-relaxed
wn:00025985v	unbend
wn:00026153v	tense
wn:00026153v	tense-up
wn:00026385v	relax
wn:00026385v	loosen-up
wn:00026385v	unbend
wn:00026385v	unwind
wn:00026385v	decompress
wn:00026385v	slow-down
wn:00026734v	vege-out
wn:00026734v	vegetate
wn:00026941v	sit-back
wn:00026941v	take-it-easy
wn:00027064v	limber-up
wn:00027064v	warm-up
wn:00027064v	loosen-up
wn:00027268v	stretch
wn:00027268v	extend
wn:00027570v	spread-eagle
wn:00027705v	exsert
wn:00027705v	stretch-out
wn:00027705v	put-out
wn:00027705v	extend
wn:00027705v	hold-out
wn:00027705v	stretch-forth
wn:00028010v	hyperextend
wn:00028167v	crane
wn:00028167v	stretch-out
wn:00028362v	invigorate
wn:00028362v	reinvigorate
wn:00028565v	smile
wn:00028876v	dimple
wn:00029025v	grin
wn:00029214v	beam
wn:00029336v	smirk
wn:00029336v	simper
wn:00029518v	fleer
wn:00029630v	bray
wn:00029742v	bellylaugh
wn:00029836v	roar
wn:00029836v	howl
wn:00030010v	snicker
wn:00030010v	snigger
wn:00030142v	giggle
wn:00030142v	titter
wn:00030366v	break-up
wn:00030366v	crack-up
wn:00030463v	break
wn:00030647v	break-down
wn:00030647v	collapse
wn:00030853v	drop-like-flies
wn:00031068v	cramp
wn:00031181v	cramp
wn:00031277v	fall-over
wn:00031277v	go-over
wn:00031418v	cackle
wn:00031540v	guffaw
wn:00031540v	laugh-loudly
wn:00031663v	chuckle
wn:00031663v	chortle
wn:00031663v	laugh-softly
wn:00031820v	laugh
wn:00031820v	express-joy
wn:00031820v	express-mirth
wn:00032297v	convulse
wn:00032414v	cachinnate
wn:00032539v	sneer
wn:00032778v	sneer
wn:00032981v	frown
wn:00032981v	glower
wn:00032981v	lour
wn:00032981v	lower
wn:00033203v	glower
wn:00033203v	glare
wn:00033406v	stare
wn:00033599v	look
wn:00033852v	scowl
wn:00033955v	shrug
wn:00034115v	clap
wn:00034115v	spat
wn:00034288v	grimace
wn:00034288v	make-a-face
wn:00034288v	pull-a-face
wn:00034634v	screw-up
wn:00034758v	pout
wn:00034758v	mop
wn:00034758v	mow
wn:00034948v	blow
wn:00035089v	clear-the-throat
wn:00035089v	hawk
wn:00035259v	shower
wn:00035448v	foment
wn:00035603v	bathe
wn:00035758v	cleanse
wn:00035758v	clean
wn:00036178v	wash
wn:00036362v	wash
wn:00036362v	lave
wn:00036685v	sponge-down
wn:00036780v	scrub
wn:00036780v	scrub-up
wn:00036932v	soap
wn:00036932v	lather
wn:00037138v	gargle
wn:00037138v	rinse
wn:00037298v	shave
wn:00037514v	epilate
wn:00037514v	depilate
wn:00037680v	razor
wn:00037779v	tonsure
wn:00037919v	bathe
wn:00037919v	bath
wn:00038199v	douche
wn:00038365v	comb
wn:00038365v	comb-out
wn:00038365v	disentangle
wn:00038687v	slick
wn:00038687v	slick-down
wn:00038687v	sleek-down
wn:00038849v	dress
wn:00038849v	arrange
wn:00038849v	set
wn:00038849v	do
wn:00038849v	coif
wn:00038849v	coiffe
wn:00038849v	coiffure
wn:00039121v	bob
wn:00039267v	pompadour
wn:00039385v	marcel
wn:00039488v	wave
wn:00039680v	gauffer
wn:00039680v	goffer
wn:00039824v	perm
wn:00039950v	mousse
wn:00039950v	gel
wn:00040084v	pomade
wn:00040188v	tease
wn:00040188v	fluff
wn:00040353v	groom
wn:00040353v	neaten
wn:00040766v	clean-up
wn:00040928v	make-up
wn:00041206v	highlight
wn:00041417v	lipstick
wn:00041554v	rouge
wn:00041687v	condition
wn:00041866v	floss
wn:00042017v	shampoo
wn:00042173v	powder
wn:00042364v	talc
wn:00042479v	manicure
wn:00042641v	manicure
wn:00042792v	barber
wn:00042936v	pedicure
wn:00043078v	doll-up
wn:00043078v	do-up
wn:00043078v	pretty-up
wn:00043078v	glam-up
wn:00043278v	spruce-up
wn:00043278v	spruce
wn:00043278v	slick-up
wn:00043278v	smarten-up
wn:00043480v	perfume
wn:00043480v	scent
wn:00043683v	preen
wn:00043683v	primp
wn:00043683v	plume
wn:00043683v	dress
wn:00043912v	prank
wn:00044037v	tart-up
wn:00044149v	overdress
wn:00044149v	dress-up
wn:00044149v	fig-out
wn:00044149v	fig-up
wn:00044149v	deck-up
wn:00044149v	gussy-up
wn:00044149v	fancy-up
wn:00044149v	trick-up
wn:00044149v	deck-out
wn:00044149v	trick-out
wn:00044149v	prink
wn:00044149v	attire
wn:00044149v	get-up
wn:00044149v	rig-out
wn:00044149v	tog-up
wn:00044149v	tog-out
wn:00044797v	dress
wn:00044797v	dress-up
wn:00045064v	enrobe
wn:00045145v	prim
wn:00045145v	prim-up
wn:00045145v	prim-out
wn:00045240v	bedizen
wn:00045240v	dizen
wn:00045346v	dress-down
wn:00045346v	underdress
wn:00045532v	prink
wn:00045639v	dress
wn:00045639v	groom
wn:00045639v	curry
wn:00045817v	reduce
wn:00045817v	melt-off
wn:00045817v	lose-weight
wn:00045817v	slim
wn:00045817v	slenderize
wn:00045817v	thin
wn:00045817v	slim-down
wn:00046022v	sweat-off
wn:00046151v	gain
wn:00046151v	put-on
wn:00046382v	round
wn:00046382v	flesh-out
wn:00046382v	fill-out
wn:00046534v	dress
wn:00046534v	get-dressed
wn:00047032v	bundle-up
wn:00047172v	hat
wn:00047317v	try-on
wn:00047317v	try
wn:00047511v	bonnet
wn:00047610v	wear
wn:00047745v	wear
wn:00047745v	bear
wn:00047945v	dress
wn:00047945v	clothe
wn:00047945v	enclothe
wn:00047945v	garb
wn:00047945v	raiment
wn:00047945v	tog
wn:00047945v	garment
wn:00047945v	habilitate
wn:00047945v	fit-out
wn:00047945v	apparel
wn:00048633v	cover
wn:00048633v	wrap-up
wn:00048790v	jacket
wn:00048912v	frock
wn:00049007v	shirt
wn:00049102v	habit
wn:00049197v	vesture
wn:00049309v	overdress
wn:00049309v	overclothe
wn:00049483v	underdress
wn:00049669v	corset
wn:00049770v	shoe
wn:00049900v	undress
wn:00049900v	discase
wn:00049900v	uncase
wn:00049900v	unclothe
wn:00049900v	strip
wn:00049900v	strip-down
wn:00049900v	disrobe
wn:00049900v	peel
wn:00050315v	peel-off
wn:00050454v	take-off
wn:00050652v	wear
wn:00050652v	put-on
wn:00050652v	get-into
wn:00050652v	don
wn:00050652v	assume
wn:00051060v	scarf
wn:00051170v	slip-on
wn:00051370v	slip-off
wn:00051511v	coat
wn:00051637v	cross-dress
wn:00051761v	costume
wn:00051761v	dress-up
wn:00051942v	dandify
wn:00052043v	vest
wn:00052043v	robe
wn:00052253v	vest
wn:00052374v	wear
wn:00052374v	have-on
wn:00052548v	inseminate
wn:00052548v	fecundate
wn:00052548v	fertilize
wn:00052548v	fertilise
wn:00052845v	stratify
wn:00053035v	quicken
wn:00053159v	impregnate
wn:00053159v	knock-up
wn:00053159v	bang-up
wn:00053159v	prang-up
wn:00053341v	impregnate
wn:00053517v	inoculate
wn:00053656v	cross-fertilize
wn:00053656v	cross-fertilise
wn:00053889v	cross-fertilize
wn:00053889v	cross-fertilise
wn:00054059v	pollinate
wn:00054059v	pollenate
wn:00054059v	cross-pollinate
wn:00054285v	conceive
wn:00054535v	nick
wn:00054628v	beget
wn:00054628v	get
wn:00054628v	engender
wn:00054628v	father
wn:00054628v	mother
wn:00054628v	sire
wn:00054628v	generate
wn:00054628v	bring-forth
wn:00055010v	ejaculate
wn:00055142v	reproduce
wn:00055142v	procreate
wn:00055142v	multiply
wn:00055539v	propagate
wn:00055709v	vegetate
wn:00055871v	propagate
wn:00056093v	inoculate
wn:00056188v	fructify
wn:00056188v	set
wn:00056334v	breed
wn:00056334v	multiply
wn:00056589v	pullulate
wn:00056683v	spawn
wn:00056829v	spat
wn:00056930v	give-birth
wn:00056930v	deliver
wn:00056930v	bear
